Step,0.5,1,2
1,0.1611,0.1592,0.1565
2,0.1831,0.1803,0.1627
3,0.169599995,0.1901,0.1564
4,0.181199998,0.1793,0.1764
5,0.159500003,0.1773,0.171
6,0.167500004,0.1908,0.1658
7,0.185699999,0.1547,0.1431
8,0.170699999,0.1846,0.1619
9,0.186499998,0.1954,0.1302
10,0.169599995,0.1905,0.1739
11,0.218799993,0.2068,0.1782
12,0.221399993,0.212,0.1865
13,0.215800002,0.2102,0.189
14,0.221699998,0.2152,0.1898
15,0.220899999,0.2104,0.1984
16,0.231600001,0.2137,0.1941
17,0.228699997,0.2194,0.2158
18,0.233500004,0.2284,0.2026
19,0.242400005,0.2353,0.2128
20,0.248600006,0.2359,0.2215
21,0.25,0.2401,0.2189
22,0.250999987,0.2415,0.2204
23,0.257200003,0.2413,0.2194
24,0.25909999,0.2426,0.2214
25,0.261500001,0.241,0.227
26,0.262699991,0.2435,0.2289
27,0.265899986,0.2487,0.2254
28,0.2676,0.2421,0.2257
29,0.266400009,0.2467,0.2278
30,0.272300005,0.2489,0.2265
31,0.273400009,0.252,0.2322
32,0.270700008,0.2522,0.2343
33,0.273099989,0.2559,0.2307
34,0.271200001,0.2499,0.2315
35,0.274100006,0.2502,0.2279
36,0.274199992,0.2492,0.2325
37,0.274599999,0.2516,0.233
38,0.276499987,0.2518,0.2324
39,0.275599986,0.2509,0.2312
40,0.274100006,0.2545,0.2356
