Step,1.0000 ,5.0000 ,10.0000 
1,0.1137 ,0.1139 ,0.1359 
2,0.1276 ,0.0901 ,0.1083 
3,0.1157 ,0.1487 ,0.1470 
4,0.1020 ,0.1153 ,0.1239 
5,0.1158 ,0.1245 ,0.1011 
6,0.1180 ,0.1003 ,0.1220 
7,0.1254 ,0.1047 ,0.1501 
8,0.1211 ,0.0973 ,0.1345 
9,0.1127 ,0.1259 ,0.1429 
10,0.1186 ,0.1036 ,0.1510 
11,0.1420 ,0.1288 ,0.1527 
12,0.1584 ,0.1303 ,0.1612 
13,0.1580 ,0.1442 ,0.1633 
14,0.1650 ,0.1388 ,0.1710 
15,0.1648 ,0.1424 ,0.1717 
16,0.1661 ,0.1478 ,0.1710 
17,0.1687 ,0.1484 ,0.1767 
18,0.1752 ,0.1479 ,0.1814 
19,0.1737 ,0.1476 ,0.1736 
20,0.1817 ,0.1537 ,0.1742 
21,0.1862 ,0.1540 ,0.1767 
22,0.1858 ,0.1488 ,0.1758 
23,0.1842 ,0.1518 ,0.1760 
24,0.1846 ,0.1506 ,0.1756 
25,0.1874 ,0.1527 ,0.1755 
26,0.1866 ,0.1540 ,0.1792 
27,0.1802 ,0.1527 ,0.1780 
28,0.1823 ,0.1537 ,0.1736 
29,0.1785 ,0.1533 ,0.1703 
30,0.1804 ,0.1525 ,0.1705 
31,0.1827 ,0.1533 ,0.1718 
32,0.1791 ,0.1520 ,0.1681 
33,0.1797 ,0.1557 ,0.1728 
34,0.1821 ,0.1577 ,0.1699 
35,0.1814 ,0.1535 ,0.1703 
36,0.1786 ,0.1529 ,0.1711 
37,0.1804 ,0.1545 ,0.1703 
38,0.1810 ,0.1566 ,0.1709 
39,0.1788 ,0.1536 ,0.1737 
40,0.1815 ,0.1536 ,0.1760 
