Step,1.0000 ,5.0000 ,10.0000 
1,0.1569 ,0.1802 ,0.1638 
2,0.1766 ,0.1908 ,0.1835 
3,0.2026 ,0.1897 ,0.1822 
4,0.2111 ,0.1971 ,0.1750 
5,0.1989 ,0.1709 ,0.1311 
6,0.1922 ,0.1580 ,0.2011 
7,0.1876 ,0.1446 ,0.1627 
8,0.1954 ,0.1675 ,0.1805 
9,0.2104 ,0.1247 ,0.1720 
10,0.1783 ,0.1807 ,0.1736 
11,0.2029 ,0.1949 ,0.1790 
12,0.2067 ,0.2049 ,0.1898 
13,0.2075 ,0.2127 ,0.1927 
14,0.2142 ,0.2159 ,0.2004 
15,0.2168 ,0.2213 ,0.2053 
16,0.2096 ,0.2277 ,0.2045 
17,0.2195 ,0.2377 ,0.2174 
18,0.2237 ,0.2319 ,0.2313 
19,0.2353 ,0.2406 ,0.2213 
20,0.2425 ,0.2447 ,0.2142 
21,0.2394 ,0.2429 ,0.2202 
22,0.2389 ,0.2441 ,0.2246 
23,0.2382 ,0.2458 ,0.2231 
24,0.2432 ,0.2466 ,0.2256 
25,0.2455 ,0.2510 ,0.2306 
26,0.2465 ,0.2465 ,0.2302 
27,0.2510 ,0.2533 ,0.2321 
28,0.2476 ,0.2532 ,0.2318 
29,0.2559 ,0.2571 ,0.2296 
30,0.2580 ,0.2525 ,0.2348 
31,0.2573 ,0.2566 ,0.2323 
32,0.2569 ,0.2576 ,0.2360 
33,0.2539 ,0.2557 ,0.2337 
34,0.2523 ,0.2552 ,0.2326 
35,0.2561 ,0.2529 ,0.2336 
36,0.2528 ,0.2548 ,0.2348 
37,0.2540 ,0.2598 ,0.2372 
38,0.2538 ,0.2540 ,0.2368 
39,0.2543 ,0.2554 ,0.2345 
40,0.2580 ,0.2610 ,0.2304 
