Step,1.0000 ,5.0000 ,10.0000 
1,0.8028 ,0.7997 ,0.7483 
2,0.7924 ,0.7804 ,0.7929 
3,0.8090 ,0.7356 ,0.8203 
4,0.7779 ,0.8074 ,0.8152 
5,0.7746 ,0.8181 ,0.8014 
6,0.8051 ,0.8075 ,0.8158 
7,0.8151 ,0.8137 ,0.8128 
8,0.8208 ,0.8110 ,0.8147 
9,0.8388 ,0.7532 ,0.8184 
10,0.8408 ,0.8250 ,0.8374 
11,0.8674 ,0.8669 ,0.8697 
12,0.8653 ,0.8672 ,0.8715 
13,0.8692 ,0.8671 ,0.8675 
14,0.8658 ,0.8647 ,0.8660 
15,0.8668 ,0.8620 ,0.8678 
16,0.8623 ,0.8624 ,0.8668 
17,0.8628 ,0.8589 ,0.8637 
18,0.8595 ,0.8617 ,0.8645 
19,0.8585 ,0.8593 ,0.8590 
20,0.8566 ,0.8610 ,0.8635 
21,0.8619 ,0.8619 ,0.8669 
22,0.8622 ,0.8620 ,0.8660 
23,0.8619 ,0.8615 ,0.8677 
24,0.8619 ,0.8618 ,0.8673 
25,0.8636 ,0.8616 ,0.8680 
26,0.8619 ,0.8614 ,0.8681 
27,0.8629 ,0.8625 ,0.8679 
28,0.8631 ,0.8624 ,0.8685 
29,0.8623 ,0.8610 ,0.8683 
30,0.8627 ,0.8619 ,0.8692 
31,0.8617 ,0.8611 ,0.8684 
32,0.8616 ,0.8622 ,0.8686 
33,0.8627 ,0.8611 ,0.8676 
34,0.8629 ,0.8626 ,0.8683 
35,0.8628 ,0.8616 ,0.8681 
36,0.8623 ,0.8614 ,0.8680 
37,0.8628 ,0.8613 ,0.8680 
38,0.8621 ,0.8614 ,0.8685 
39,0.8626 ,0.8617 ,0.8677 
40,0.8619 ,0.8623 ,0.8690 
