Step,0.5,1,2
1,0.8206,0.824999988,0.837899983
2,0.8054,0.841700017,0.825100005
3,0.837,0.836799979,0.840799987
4,0.8487,0.840399981,0.824899971
5,0.8204,0.813600004,0.812300026
6,0.8454,0.802699983,0.825399995
7,0.8501,0.842000008,0.817600012
8,0.8507,0.837499976,0.842800021
9,0.8504,0.838,0.82249999
10,0.846,0.855599999,0.851700008
11,0.8797,0.879199982,0.875699997
12,0.8807,0.879100025,0.875199974
13,0.8808,0.879700005,0.875899971
14,0.8797,0.880100012,0.875400007
15,0.8796,0.879899979,0.876299977
16,0.8808,0.876299977,0.876699984
17,0.8787,0.879800022,0.87620002
18,0.8791,0.882200003,0.875699997
19,0.8783,0.880900025,0.877099991
20,0.8772,0.877499998,0.875999987
21,0.8781,0.877499998,0.876299977
22,0.8774,0.878499985,0.87529999
23,0.8781,0.878700018,0.875999987
24,0.8792,0.878099978,0.87440002
25,0.8792,0.878899992,0.875899971
26,0.8789,0.877900004,0.876100004
27,0.8784,0.879000008,0.875500023
28,0.8783,0.879599988,0.876900017
29,0.8785,0.879499972,0.877499998
30,0.8793,0.879299998,0.877399981
31,0.8792,0.879199982,0.876600027
32,0.8793,0.879999995,0.877099991
33,0.8801,0.880200028,0.876900017
34,0.8796,0.879599988,0.877499998
35,0.8782,0.879999995,0.877900004
36,0.88,0.880599976,0.876999974
37,0.879,0.880200028,0.877900004
38,0.8793,0.880299985,0.877300024
39,0.8797,0.880100012,0.876600027
40,0.8801,0.880100012,0.876299977
